"stimulation" "img" "nucleus" "gene" "x" "y" "z" "px" "py" "pz" "dist" "ci" "mean" "max" "median" "nMean" "nMinimum" "nMaximum" "nMedian" "nSigma" "nKurtosis" "nSkewness"
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_10.lsm" 1 "cas" 449 346 35 32.0965147963 24.7346493305 8.31968146214 0.371506751879 0.22025252154 92.2891566265 162.0 84.814453125 96.4939759036 25.0 160.0 97.83984375 28.8233379742 -0.72613851809 -0.146583859493
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_10.lsm" 2 "wap" 131 212 19 9.35237576164 15.133606529 4.65292249348 0.802362435457 0.495321220801 98.1162790698 133.0 93.740234375 94.523255814 72.0 117.0 93.97265625 10.4247745008 -0.79341332224 -0.0173247685996
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_10.lsm" 2 "wap" 120 227 23 8.53356235766 16.2435875049 5.50086789739 1.26725072764 0.755439684297 91.6703296703 123.0 90.908203125 88.3626373626 60.0 125.0 89.33203125 12.217943529 0.123869115354 0.149763054714
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_10.lsm" 2 "wap" 120 151 29 8.57980679545 10.8066248586 7.07085755292 1.60840693308 0.886058960826 90.8804347826 120.0 86.943359375 129.880434783 82.0 160.0 130.32421875 14.6691291241 0.0467966383161 -0.185001572985
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_10.lsm" 2 "wap" 109 178 31 7.77528191168 12.6849368333 7.34203114106 1.29796924625 0.772196740729 78.9541284404 118.0 76.181640625 111.80733945 84.0 137.0 110.98828125 10.4876268051 -0.206891501095 0.074438733784
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_10.lsm" 2 "cas" 133 212 23 9.53229434092 15.1469819286 5.58063733812 1.63557611478 0.882969224431 97.25 178.0 90.091796875 110.231132075 81.0 144.0 110.21484375 10.841747146 -0.163287492314 -0.0327019105178
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_10.lsm" 2 "cas" 89 228 34 6.38530684802 16.2947078203 8.11568431027 0.524316143373 0.360334808725 91.1975308642 164.0 84.814453125 81.537037037 31.0 120.0 84.69140625 17.3899874415 0.475114390712 -0.736357975018
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_10.lsm" 2 "cas" 109 148 35 7.79840784448 10.5604545439 8.2810173846 0.590864502858 0.389820570673 92.6746031746 154.0 87.076171875 103.515873016 58.0 150.0 107.12109375 22.4854563225 -0.721066091941 -0.376248893085
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 1 "wap" 379 100 20 27.0461478432 7.13687414997 4.877943074 1.75216126658 0.839886106299 103.333333333 150.0 97.919921875 113.431372549 77.0 154.0 112.25390625 13.294463825 0.062854456627 0.176962460526
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 1 "wap" 322 80 25 22.9758331821 5.72417854787 6.01319461678 1.66680522414 0.816227457718 137.855263158 185.0 134.052734375 106.092105263 71.0 132.0 105.81640625 13.8623496148 -0.838320758733 -0.100721770061
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 1 "wap" 339 49 26 24.2265115212 3.50873010439 6.16438135431 0.527979337378 0.324430085182 78.9848484848 123.0 76.962890625 115.431818182 74.0 168.0 113.05859375 20.1544392783 -0.235306104631 0.540505023425
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 1 "wap" 300 83 29 21.3878874245 5.92576069188 6.92941669844 0.81110250529 0.478915487489 66.4050632911 102.0 63.232421875 100.784810127 65.0 141.0 100.18359375 14.7770444164 -0.454130578416 -0.0828847026604
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 1 "cas" 402 64 13 28.7118942555 4.53739879116 3.15917742009 0.238057475889 0.112500265017 101.532407407 182.0 94.869140625 64.8657407407 7.0 127.0 72.82421875 29.2233664458 -1.07863227515 -0.20485534979
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 1 "cas" 307 180 20 21.920483266 12.8529820328 4.87789992418 0.177669761905 0.0734986845113 100.17721519 180.0 94.130859375 74.3797468354 3.0 141.0 81.67578125 31.4543978493 -0.736843687848 -0.371559100633
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 1 "cas" 324 108 23 23.114881446 7.67804164512 5.45999417871 2.39561480251 0.968398959776 88.094017094 139.0 83.056640625 124.478632479 103.0 149.0 124.32421875 10.0435244969 -0.419436268597 0.22792927592
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 1 "cas" 389 101 25 27.8038476779 7.22816515709 5.94075502533 0.799446828133 0.470430158326 98.297188755 177.0 91.177734375 127.253012048 53.0 176.0 132.37109375 22.985537199 0.583421419254 -0.931340955964
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 1 "cas" 354 152 28 25.2788510958 10.8896000528 6.78545248012 0.680174984647 0.409750847774 100.132701422 181.0 92.654296875 119.909952607 32.0 178.0 124.32421875 28.6945564026 0.32496413314 -0.716596684946
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 2 "wap" 257 361 21 18.3187176077 25.7901612116 5.12688556253 0.463350916023 0.337884144792 118.342857143 153.0 113.818359375 83.0714285714 54.0 113.0 81.67578125 11.9641026221 -0.0186771897914 -0.0343804454523
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 2 "wap" 146 329 27 10.3966685438 23.5160045739 6.36229299363 1.31770693724 0.861769231262 108.064935065 140.0 103.701171875 84.6493506494 61.0 120.0 83.28515625 13.4396959491 -0.0652636486954 0.612380191172
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 2 "wap" 188 239 27 13.4579072393 17.0989573734 6.51903902496 0.968139315581 0.691846828338 137.629032258 169.0 134.052734375 91.9193548387 61.0 133.0 91.33203125 15.8872032091 -0.254356671154 -0.0618295226725
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 2 "wap" 242 300 31 17.3159342379 21.4219922625 7.50530123258 0.37601583296 0.262535595994 125.811594203 167.0 121.044921875 65.0 32.0 94.0 66.38671875 12.7510091873 0.0132349070783 -0.299521165323
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 2 "cas" 247 391 18 17.624160861 27.8989139637 4.40438390877 0.0843838282994 0.047052736746 103.508196721 189.0 94.869140625 49.5519125683 21.0 81.0 51.09765625 13.5624839759 -0.903663541141 -0.00983796705855
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 2 "cas" 282 361 28 20.1219011452 25.7510183536 6.696368654 0.235771258761 0.121203329171 90.5896226415 152.0 86.009765625 79.070754717 26.0 142.0 77.65234375 25.9255165966 -0.790014430314 0.033309047633
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 2 "cas" 202 275 30 14.4175412395 19.67033436 7.22317528811 0.456824707018 0.345886111369 101.620320856 177.0 97.083984375 58.0160427807 28.0 92.0 58.33984375 13.6679028824 -0.58503659067 0.087822424643
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_11.lsm" 2 "cas" 151 278 31 10.8022070831 19.8539314368 7.421840027 0.25815976288 0.151585786917 87.6627218935 145.0 83.794921875 60.8343195266 22.0 91.0 63.97265625 15.5868077894 -0.265257555739 -0.66630881641
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_12.lsm" 1 "wap" 402 326 15 28.6905866081 23.2996952451 3.53886845169 1.58426674737 0.871921213938 85.9 127.0 82.98046875 106.266666667 71.0 140.0 106.84375 12.9410987089 -0.2262945443 -0.0245823953555
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_12.lsm" 1 "wap" 390 381 16 27.841159852 27.1897413121 3.74858905166 1.93309914464 0.970707648202 106.31147541 146.0 102.68359375 119.040983607 89.0 156.0 118.21875 14.7039082571 -0.346825576032 0.356705654705
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_12.lsm" 1 "wap" 342 450 17 24.3906943587 32.1389394672 3.99295539033 0.629341700521 0.403551351061 146.727272727 194.0 142.08984375 74.5454545455 49.0 110.0 71.09375 15.6630534529 -0.730411748096 0.473956890352
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_12.lsm" 1 "wap" 373 335 22 26.6626686604 23.9130548043 5.37347785856 0.62652202078 0.418503303703 29.7834645669 59.0 26.90234375 45.7992125984 7.0 111.0 44.28125 21.7356141495 -0.137618857854 0.529721010823
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_12.lsm" 1 "cas" 327 411 9 23.3405074438 29.3642425427 2.2483738515 0.0879463807602 0.0574786567946 95.1757322176 174.0 87.3671875 57.4016736402 5.0 113.0 58.09375 26.9602445668 -1.12960836797 -0.0847850614996
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_12.lsm" 1 "cas" 454 329 20 32.3911683834 23.494557555 4.79766586001 0.100677620178 0.0152874508205 93.9957081545 163.0 88.1953125 65.8197424893 2.0 122.0 67.84375 29.5023690738 -0.95804589602 -0.188809703239
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_12.lsm" 1 "cas" 428 307 23 30.5662754456 21.9522370609 5.46431443046 0.290693352596 0.189299690628 92.015037594 158.0 88.1953125 81.3157894737 21.0 126.0 84.90625 26.814349417 -0.999804246689 -0.396037042496
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_12.lsm" 1 "cas" 311 330 24 22.2166580816 23.5313469119 5.86624326146 0.473222601997 0.312535418011 100.185654008 186.0 93.1640625 96.4514767932 21.0 150.0 102.78125 28.9762243262 -0.3030871388 -0.712677888385
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_12.lsm" 2 "wap" 196 153 12 13.9774082001 10.9029622169 2.98509170946 0.749793058445 0.495095616044 22.843575419 58.0 19.32421875 91.7039106145 44.0 130.0 94.65625 17.0073813704 0.190563179075 -0.729754242145
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_12.lsm" 2 "wap" 63 193 18 4.48817502845 13.8067707108 4.31699059561 0.253283417562 0.1908408836 165.196428571 186.0 164.82421875 72.75 43.0 90.0 74.34375 10.679206644 -0.433217254486 -0.583003839507
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_12.lsm" 2 "wap" 123 118 20 8.80366958203 8.43781382343 4.87663210493 1.36336754853 0.85259162956 160.1 187.0 158.00390625 107.94 75.0 133.0 106.03125 10.7045860857 0.680475969351 -0.298582097927
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_12.lsm" 2 "wap" 203 55 22 14.5138286512 3.90176143049 5.32515478762 0.83735317755 0.551941426977 120.782608696 144.0 119.35546875 123.391304348 94.0 143.0 126.34375 10.8074285336 -0.0949322633906 -0.492687191844
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_12.lsm" 2 "cas" 145 133 10 10.3216756075 9.51750027895 2.36434397052 0.204343978644 0.146648093696 96.4638554217 174.0 89.8515625 60.8554216867 10.0 110.0 62.15625 22.8646253335 -0.857054501212 -0.159611137503
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_12.lsm" 2 "cas" 78 72 21 5.58118146848 5.16768713956 4.99318713932 -0.00414757524145 -0.0189801695822 105.784883721 204.0 97.3046875 40.5203488372 0.0 139.0 28.84375 38.5091658302 -1.0130981377 0.579492346716
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_12.lsm" 2 "cas" 153 119 22 10.9463212139 8.51300089106 5.38630417827 0.853695484416 0.587669052336 103.557692308 185.0 97.3046875 85.3153846154 41.0 121.0 89.78125 19.3374961807 -0.795263533804 -0.471069259549
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_12.lsm" 2 "cas" 119 188 24 8.53101960798 13.4485517508 5.70204182338 0.537957778737 0.373986671935 105.843949045 212.0 97.3046875 89.0732484076 21.0 138.0 93.03125 27.4474994227 -0.761837263339 -0.397272098097
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_15.lsm" 1 "wap" 124 267 16 10.4263700161 22.422627278 3.91539304753 1.09800445547 0.579242822552 81.2134146341 139.0 74.765625 151.823170732 92.0 217.0 150.908203125 28.6242713038 -0.404780526922 0.229100815651
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_15.lsm" 1 "wap" 139 203 21 11.6683215129 17.044797423 5.04130790191 1.67698517456 0.777331818113 72.9944751381 123.0 68.421875 212.436464088 141.0 255.0 214.658203125 27.0239111547 -0.519496707584 -0.449728315572
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_15.lsm" 1 "wap" 116 253 24 9.77796687851 21.2739588544 5.68730313165 2.06473201759 0.881201640846 76.0462427746 138.0 71.140625 198.722543353 130.0 255.0 202.705078125 32.0066019789 -1.07880022224 -0.273439360909
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_15.lsm" 1 "wap" 52 215 27 4.37655802677 18.0705468397 6.46693482534 1.94681367476 0.85671361311 62.3867924528 126.0 56.640625 151.655660377 91.0 224.0 147.919921875 28.366412888 -0.472128671353 0.37995185915
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_15.lsm" 1 "cas" 116 275 13 9.71756430587 23.1243232826 3.22448254829 0.421097050457 0.240410356608 97.3927392739 173.0 90.73828125 143.02310231 26.0 250.0 150.908203125 54.9888862427 -1.03747854422 -0.284419572015
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_15.lsm" 1 "cas" 68 270 16 5.68679159208 22.7005166424 3.95583990478 0.833158141928 0.456955667023 73.8571428571 97.0 74.05078125 169.472527473 121.0 222.0 167.841796875 24.8570761932 -0.767981065126 0.0579564254382
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_15.lsm" 1 "cas" 138 276 19 11.5806768894 23.2078063966 4.61597202797 0.262291838552 0.142757517252 95.3333333333 172.0 87.95703125 155.5125 39.0 252.0 160.869140625 54.8180696814 -0.94781414185 -0.321255668616
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_15.lsm" 1 "cas" 76 293 21 6.40521602521 24.5902085672 4.99032468887 0.173333091693 0.0647542821403 80.3519553073 118.0 78.22265625 113.094972067 21.0 217.0 113.056640625 50.3604638868 -1.08686393004 0.0257420891958
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_15.lsm" 2 "wap" 298 318 20 25.0540857697 26.7063919068 4.748016 0.188016194248 0.118467599264 34.8432055749 141.0 24.921875 98.3885017422 10.0 182.0 102.099609375 38.0017994456 -0.873208399067 -0.186777705673
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_15.lsm" 2 "wap" 345 282 23 29.0035350787 23.6910937841 5.46719278467 1.37656916794 0.795760210821 122.344827586 177.0 119.171875 130.91954023 68.0 169.0 130.986328125 20.3762392351 0.245859883935 -0.47887388337
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_15.lsm" 2 "wap" 436 271 29 36.6260253504 22.7759524531 7.02346420323 0.989281890578 0.641380272294 91.9646017699 139.0 90.171875 199.805309735 131.0 245.0 202.705078125 23.3738477207 0.203723049534 -0.479119662002
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_15.lsm" 2 "wap" 275 311 29 23.1295036579 26.1163284837 6.9932599492 1.36204893509 0.793397590634 101.228571429 142.0 98.328125 132.0 86.0 179.0 133.974609375 20.2916238877 -0.372201722717 -0.254613393241
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_15.lsm" 2 "cas" 381 300 18 31.9897605771 25.1628563356 4.22018248816 0.37030122951 0.233594902154 98.683982684 178.0 90.73828125 113.415584416 27.0 225.0 115.048828125 36.8992814762 -0.375972637383 0.0718324054619
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_15.lsm" 2 "cas" 296 270 22 24.8604476104 22.6792884501 5.293734422 0.274024566055 0.190618088261 91.8552631579 161.0 87.26171875 123.888157895 15.0 203.0 129.990234375 44.3861068506 -0.695007058547 -0.423354776531
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_15.lsm" 2 "cas" 299 354 27 25.1305026289 29.70415444 6.37917224589 0.0630868702175 0.0212160682571 93.4407582938 158.0 87.26171875 85.8767772512 3.0 175.0 83.173828125 41.7604732349 -1.06598108086 0.0809593680337
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_15.lsm" 2 "cas" 420 368 27 35.2597683888 30.9409854817 6.59413902317 0.217130551972 0.106289296559 98.3442622951 174.0 92.12890625 122.729508197 16.0 218.0 128.994140625 48.8084417048 -0.785609282315 -0.131536568002
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_16.lsm" 1 "wap" 231 239 13 10.986898622 11.3877150208 3.06731596829 1.46636671211 0.70206242252 182.689655172 214.0 181.81640625 139.50862069 75.0 223.0 133.974609375 36.0365745826 -0.536467083032 0.397846529738
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_16.lsm" 1 "wap" 315 246 16 14.9793799069 11.717058424 3.84068483379 1.68068466215 0.77408247419 152.369565217 177.0 150.05078125 163.108695652 106.0 236.0 161.865234375 22.7922015036 0.0562709420113 0.202580291103
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_16.lsm" 1 "wap" 176 188 19 8.39607907251 8.93657767495 4.63431847254 1.44421072508 0.693421558526 102.96097561 147.0 99.89453125 151.565853659 92.0 219.0 151.904296875 23.4450087685 -0.266049408127 -0.0235861636206
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_16.lsm" 1 "wap" 218 192 24 10.3892940379 9.14172379402 5.69736593576 1.28526126041 0.640048010295 139.797385621 185.0 138.34765625 174.947712418 116.0 232.0 175.810546875 20.6157805071 -0.202141285349 -0.0554019393611
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_16.lsm" 1 "cas" 316 294 9 15.0251600873 14.0109253032 2.15361027493 0.469435581754 0.248156144627 100.194369973 181.0 93.03125 125.241286863 17.0 217.0 134.970703125 43.8733162298 -0.726520542319 -0.465759466799
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_16.lsm" 1 "cas" 210 348 8 9.99082438597 16.5513611959 1.96655029727 0.286550331773 0.151241587262 104.084158416 194.0 97.90625 98.0297029703 18.0 191.0 103.095703125 38.2421568625 -1.07259293256 -0.0929434430468
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_16.lsm" 1 "cas" 370 279 27 17.6242239829 13.2809821622 6.58322252267 0.382673585907 0.216508375582 109.275782155 208.0 101.96875 129.713789108 31.0 228.0 138.955078125 45.3764903549 -0.898814598109 -0.356117550653
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_16.lsm" 1 "cas" 330 371 28 15.6924695298 17.6516172307 6.67175483087 0.528245142189 0.287278948895 104.078066914 191.0 97.09375 128.059479554 18.0 234.0 133.974609375 42.9540574145 -0.656813088224 -0.265131403889
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_17.lsm" 1 "wap" 252 310 14 11.980994377 14.7652146277 3.41833535028 0.535858847895 0.303750648938 161.090252708 216.0 158.203125 134.252707581 64.0 206.0 136.962890625 25.4612742652 -0.319297522685 -0.289094180941
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_17.lsm" 1 "wap" 274 154 23 13.0393950017 7.32534304255 5.50411557873 1.75048263936 0.884426614925 75.7373188406 143.0 68.765625 198.730072464 124.0 255.0 197.724609375 28.7195836357 -0.562299775698 -0.207121659527
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_17.lsm" 1 "wap" 218 307 24 10.3910652554 14.6062127198 5.72421112372 1.50314966766 0.802735957129 47.143812709 103.0 41.765625 185.428093645 78.0 255.0 189.755859375 36.9170101503 -0.576831398547 -0.395667027292
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_17.lsm" 1 "wap" 310 226 25 14.7478803364 10.7770171971 6.06240635641 1.11748508904 0.63027198082 125.857142857 183.0 121.078125 189.026785714 134.0 246.0 189.755859375 19.6976215648 -0.329249152805 -0.0575937005845
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_17.lsm" 1 "cas" 212 369 21 10.1081548512 17.5734187167 5.05557414449 0.182192172367 0.0706561459064 93.7568555759 159.0 90.234375 119.115173675 22.0 237.0 118.037109375 49.7070491986 -1.0111433164 0.0257732858573
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_17.lsm" 1 "cas" 220 188 27 10.4832455414 8.93327217355 6.54462322502 0.589892388368 0.357264834427 105.797235023 200.0 95.703125 146.283410138 40.0 233.0 153.896484375 38.1030939464 -0.50590165574 -0.515058218575
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_17.lsm" 1 "cas" 221 233 28 10.5373927007 11.0943851355 6.61713968033 0.585132245841 0.366815206302 97.6696832579 172.0 93.359375 153.75678733 39.0 249.0 160.869140625 43.9637541082 -0.648596978697 -0.338965191509
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_17.lsm" 1 "cas" 308 336 29 14.660845966 15.9895599625 6.97698135063 0.463018684637 0.292348354597 94.5218978102 164.0 90.234375 148.138686131 49.0 242.0 152.900390625 41.2929840275 -0.641286103022 -0.219794421352
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_18.lsm" 1 "wap" 345 118 10 24.6468685286 8.46077754703 2.38457534519 0.132381881831 0.0554372556551 52.3641092328 183.0 36.814453125 129.706111834 12.0 243.0 135.966796875 59.8492635762 -1.24913449963 -0.11221954695
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_18.lsm" 1 "wap" 355 59 30 25.3815072157 4.17986250219 7.14314136126 1.52803637269 0.688944786046 42.5353319058 100.0 36.814453125 243.004282655 136.0 255.0 247.529296875 15.2508348772 7.99195761086 -2.2710123707
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_18.lsm" 1 "wap" 309 62 34 22.0523157695 4.45429407515 8.18071276753 1.1703122532 0.567791217494 69.7620689655 121.0 64.693359375 232.0 177.0 255.0 233.583984375 16.8432627994 0.0928318763502 -0.712548928109
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_18.lsm" 1 "wap" 333 62 40 23.8144436624 4.4434752774 9.59119210935 1.04637020767 0.522410757421 70.3274647887 114.0 66.837890625 243.320422535 186.0 255.0 248.525390625 14.1653338796 2.10814843081 -1.52656429781
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_18.lsm" 1 "cas" 396 79 25 28.253936291 5.62296588289 5.9975276358 0.207726872565 0.0945521827718 110.213973799 205.0 99.697265625 147.768558952 10.0 255.0 168.837890625 68.5568885983 -1.20024767643 -0.407147219142
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_18.lsm" 1 "cas" 303 120 26 21.6504854083 8.55844264138 6.30588427502 2.35615385903 0.87921951558 96.2227074236 169.0 90.888671875 235.104803493 165.0 255.0 240.556640625 19.2933818209 1.0257862783 -1.21672799265
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_18.lsm" 1 "cas" 286 143 36 20.4405448005 10.1859390488 8.64443295161 0.415365262699 0.221147690335 83.2923076923 132.0 79.677734375 202.471794872 67.0 255.0 213.662109375 43.7688748605 0.34811737563 -1.07574541889
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_18.lsm" 1 "cas" 280 94 39 20.0033276284 6.70994225794 9.41089958159 0.726235928296 0.383284489533 94.2535211268 170.0 86.884765625 205.595070423 120.0 255.0 209.677734375 25.7606839545 0.170051450599 -0.640362665652
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_18.lsm" 2 "wap" 197 433 27 14.0584300475 30.9244724418 6.43949429541 1.05120665838 0.6085495829 81.756302521 110.0 78.990234375 187.428571429 132.0 236.0 184.775390625 22.8074368739 -0.632969267275 0.191557593193
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_18.lsm" 2 "wap" 185 432 31 13.2362539489 30.8181043158 7.34839597671 1.92920743647 0.912363340223 86.6513761468 119.0 84.708984375 163.28440367 73.0 239.0 159.873046875 39.5900501303 -1.02613578503 0.118167512867
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_18.lsm" 2 "wap" 143 462 34 10.2160810011 33.0074371829 8.15712218317 1.16258414097 0.650538317095 111.195402299 139.0 111.158203125 194.75862069 148.0 239.0 195.732421875 18.8303104973 -0.0496526985582 -0.0770235179947
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_18.lsm" 2 "wap" 246 413 38 17.5611234151 29.4868790154 9.05527831094 1.471366913 0.784893499194 99.7659574468 133.0 96.861328125 194.627659574 134.0 249.0 197.724609375 24.6262313343 -0.529520355107 -0.0782134327301
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_18.lsm" 2 "cas" 158 482 31 11.2537423457 34.4446925285 7.45054744526 0.124495434002 0.0328008639308 92.9469964664 157.0 87.685546875 116.628975265 10.0 222.0 126.005859375 50.1199993492 -1.04638593383 -0.194605828985
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_18.lsm" 2 "cas" 265 369 34 18.9567034123 26.3392774601 8.14807915567 0.165991913536 0.0604897953224 90.7784431138 156.0 86.884765625 125.670658683 19.0 231.0 129.990234375 48.3816711521 -0.776775756382 -0.145420836926
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_18.lsm" 2 "cas" 194 346 41 13.8539020917 24.7116522209 9.94410054148 0.304757598952 0.178368951049 94.6772151899 166.0 87.685546875 151.882911392 37.0 253.0 153.896484375 58.5899570928 -1.21418124808 -0.0519301228605
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_18.lsm" 2 "cas" 162 377 41 11.5985252445 26.9405185143 9.93715452881 0.701191966463 0.43303235093 94.6533333333 169.0 87.685546875 192.543333333 91.0 255.0 197.724609375 39.1353212173 -0.721928351619 -0.46980064164
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_19.lsm" 1 "wap" 395 370 24 26.4666166266 24.7724108178 5.86862319604 0.0201055825721 0.00872582361943 26.6657303371 113.0 17.322265625 76.5941011236 0.0 248.0 62.255859375 60.502448743 -0.935116676949 0.519350525793
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_19.lsm" 1 "wap" 278 455 27 18.6065890121 30.4846673269 6.56467365824 0.526061250318 0.301657673087 104.580645161 143.0 100.044921875 131.516129032 84.0 174.0 133.974609375 19.3260993164 -0.380943844842 -0.221431688091
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_19.lsm" 1 "wap" 254 426 28 17.0111271618 28.4860003213 6.67017706313 0.504565509901 0.287813057646 125.850393701 170.0 122.669921875 111.275590551 75.0 183.0 108.076171875 16.6193027786 1.48451396934 0.750456599138
"yes" "cells_est/ip_cas-fitc_wap-cy5.mdb/20070410_19.lsm" 1 "wap" 363 426 32 24.3016181986 28.5042798865 7.64884694707 2.10455527918 0.880563865747 133.341666667 181.0 129.033203125 159.358333333 118.0 207.0 159.873046875 16.3510829356 0.0822798353169 0.106230798641
