"integrated_intensity"	"physical_size"	"local_intensity"	"volume_levelling"	"size"	"leaf"	"intensity"	"spot"	"branch"	"spot_base"	"x"	"y"	"z"	"node"	"parent"	"node_children"	"parent_children"	
74	0.00497223	2	73.9602	9	0	8	0	0	0	354	160	11	187054584	187624080	1	1	
18	0.00110494	1	17.9901	2	1	9	0	0	0	353	160	11	186569720	187054584	0	1	
118	0.00939199	4	117.944	17	0	6	0	0	0	371	140	14	188422016	189450440	1	5	
64	0.00441976	3	63.9691	8	0	7	0	0	0	371	138	14	187721168	188422016	1	1	
50	0.00331482	2	49.9735	6	0	8	0	0	0	371	137	14	187137264	187721168	1	1	
18	0.00110494	1	17.9901	2	1	9	0	0	0	372	137	14	186637544	187137264	0	1	
94	0.00828705	2	93.9503	15	0	6	0	0	0	368	146	14	188423472	189450440	1	5	
28	0.00220988	1	27.9845	4	1	7	0	0	0	369	144	14	187721952	188423472	0	1	
74	0.00607717	6	73.9696	11	0	5	0	0	0	335	173	7	160247888	191192640	2	68	
53	0.00386729	5	52.9768	7	0	6	0	0	0	335	172	7	159195264	160247888	1	2	
41	0.00276235	4	40.9807	5	0	7	0	0	0	336	173	7	157500464	159195264	3	1	
9	0.00055247	2	8.99503	1	1	9	0	0	0	336	172	7	158231696	157500464	0	3	
10	0.00055247	3	9.99448	1	1	10	0	0	0	337	173	7	158540176	157500464	0	3	
8	0.00055247	1	7.99558	1	1	8	0	0	0	338	174	7	157399696	157500464	0	3	
6	0.00055247	1	5.99669	1	1	6	0	0	0	339	175	7	158586976	160247888	0	2	
5	0.00055247	1	4.99724	1	1	5	0	0	0	348	158	10	189091544	191192640	0	68	
20	0.00220988	1	19.989	4	1	5	0	0	0	339	168	12	189161832	191192640	0	68	
319442	14.8051	106	319368	26798	0	5	0	1	0	379	274	28	190048424	191192640	13	68	
48	0.00441976	1	47.9735	8	1	6	0	0	0	356	246	22	188871728	190048424	0	13	
16589	0.882847	32	16583.7	1598	0	6	0	0	0	378	324	26	189035744	190048424	2	13	
14145	0.668489	31	14140.3	1210	0	7	0	0	0	366	344	25	188227320	189035744	4	2	
12629	0.549155	30	12624.6	994	0	8	0	0	0	373	336	25	187553720	188227320	4	4	
11233	0.453025	29	11228.9	820	0	9	0	0	0	384	324	24	186979184	187553720	4	4	
9865	0.369602	28	9861.3	669	0	10	0	0	0	366	328	22	186509384	186979184	1	4	
8815	0.311593	27	8811.57	564	0	11	0	0	0	385	321	24	186113800	186509384	2	1	
7822	0.261871	26	7818.86	474	0	12	0	0	0	374	336	25	185782688	186113800	4	2	
5841	0.177895	25	5838.69	322	0	13	0	0	0	391	312	23	185502208	185782688	4	4	
5144	0.148614	24	5141.92	269	0	14	0	0	0	377	334	20	185255432	185502208	4	4	
2094	0.0602192	23	2093.1	109	0	15	0	0	0	381	330	22	185064808	185255432	4	4	
97	0.00331482	2	96.947	6	0	16	0	0	0	375	333	19	184837160	185064808	1	4	
17	0.00055247	1	16.9906	1	1	17	0	0	0	374	332	19	184693496	184837160	0	1	
1586	0.0419877	22	1585.33	76	0	16	0	0	0	376	335	23	184890376	185064808	8	4	
34	0.00110494	1	33.9812	2	1	17	0	0	0	381	331	22	184709072	184890376	0	8	
35	0.00110494	2	34.9812	2	0	17	0	0	0	380	332	22	184718168	184890376	1	8	
18	0.00055247	1	17.9901	1	1	18	0	0	0	380	332	21	184589512	184718168	0	1	
1132	0.027071	21	1131.54	49	0	17	0	0	0	374	338	22	184725112	184890376	1	8	
1081	0.0254136	20	1080.54	46	0	18	0	0	0	373	338	25	184613136	184725112	1	1	
937	0.0209939	19	936.601	38	0	19	0	0	0	375	337	22	184492352	184613136	4	1	
794	0.0171266	18	793.657	31	0	20	0	0	0	378	334	22	184400216	184492352	2	4	
45	0.00110494	4	44.9768	2	0	21	0	0	0	379	334	23	184307856	184400216	1	2	
24	0.00055247	3	23.9867	1	1	24	0	0	0	379	334	22	184116720	184307856	0	1	
669	0.0138118	17	668.71	25	0	21	0	0	0	377	335	23	184303128	184400216	2	2	
52	0.00110494	5	51.9713	2	1	26	0	0	0	378	335	23	184023800	184303128	0	2	
554	0.0110494	16	553.757	20	0	22	0	0	0	372	340	24	184241152	184303128	2	2	
505	0.00994446	15	504.771	18	0	23	0	0	0	374	338	23	184172976	184241152	1	2	
482	0.00939199	14	481.775	17	0	24	0	0	0	376	336	24	184119600	184172976	2	1	
329	0.00607717	13	328.848	11	0	25	0	0	0	375	337	23	184072688	184119600	3	2	
59	0.00110494	8	58.9713	2	0	26	0	0	0	376	337	22	184023912	184072688	1	3	
33	0.00055247	7	32.9818	1	1	33	0	0	0	376	337	23	183830560	184023912	0	1	
188	0.00331482	12	187.91	6	0	27	0	0	0	375	337	24	183987544	184072688	2	3	
70	0.00110494	10	69.9635	2	0	33	0	0	0	375	338	23	183830672	183987544	1	2	
37	0.00055247	4	36.9796	1	1	37	0	0	0	375	338	24	183765872	183830672	0	1	
64	0.00110494	8	63.968	2	0	29	0	0	0	374	339	23	183924312	183987544	1	2	
35	0.00055247	6	34.9807	1	1	35	0	0	0	374	339	24	183795584	183924312	0	1	
32	0.00055247	7	31.9823	1	1	32	0	0	0	373	340	24	183851464	184072688	0	3	
57	0.00110494	6	56.9702	2	0	27	0	0	0	377	336	22	183985368	184119600	1	2	
30	0.00055247	3	29.9834	1	1	30	0	0	0	377	336	23	183896368	183985368	0	1	
27	0.00055247	5	26.9851	1	1	27	0	0	0	372	341	24	183987672	184241152	0	2	
23	0.00055247	4	22.9873	1	1	23	0	0	0	372	342	23	184173104	184492352	0	4	
23	0.00055247	4	22.9873	1	1	23	0	0	0	371	342	24	184175552	184492352	0	4	
21	0.00055247	2	20.9884	1	1	21	0	0	0	371	341	25	184313088	184492352	0	4	
20	0.00055247	4	19.989	1	1	20	0	0	0	371	343	23	184395560	184890376	0	8	
17	0.00055247	1	16.9906	1	1	17	0	0	0	372	339	25	184734416	184890376	0	8	
19	0.00055247	3	18.9895	1	1	19	0	0	0	370	343	24	184492496	184890376	0	8	
21	0.00055247	5	20.9884	1	1	21	0	0	0	370	342	25	184313200	184890376	0	8	
20	0.00055247	4	19.989	1	1	20	0	0	0	369	343	25	184402744	184890376	0	8	
34	0.00110494	3	33.9823	2	0	16	0	0	0	382	329	22	184867784	185064808	1	4	
18	0.00055247	2	17.9901	1	1	18	0	0	0	382	330	22	184596008	184867784	0	1	
17	0.00055247	2	16.9906	1	1	17	0	0	0	368	344	25	184734528	185064808	0	4	
2372	0.0618767	22	2371.07	112	0	15	0	0	0	389	315	20	185057184	185255432	4	4	
2050	0.0508272	21	2049.19	92	0	16	0	0	0	386	319	23	184883488	185057184	1	4	
1906	0.045855	20	1905.22	83	0	17	0	0	0	386	323	23	184730064	184883488	1	1	
1685	0.0386729	19	1684.3	70	0	18	0	0	0	386	322	21	184608192	184730064	1	1	
1595	0.0359106	18	1594.32	65	0	19	0	0	0	386	323	21	184492128	184608192	3	1	
20	0.00055247	1	19.989	1	1	20	0	0	0	386	323	22	184391192	184492128	0	3	
1327	0.028176	17	1326.44	51	0	20	0	0	0	387	319	21	184390632	184492128	1	3	
1287	0.027071	16	1286.43	49	0	21	0	0	0	388	317	21	184307744	184390632	1	1	
1245	0.0259661	15	1244.43	47	0	22	0	0	0	387	319	23	184237176	184307744	2	1	
1018	0.0204414	14	1017.53	37	0	23	0	0	0	387	320	21	184172864	184237176	1	2	
926	0.0182315	13	925.562	33	0	24	0	0	0	387	321	21	184116608	184172864	3	1	
25	0.00055247	1	24.9862	1	1	25	0	0	0	387	321	20	184061688	184116608	0	3	
75	0.00165741	1	74.9586	3	1	25	0	0	0	387	321	22	184065304	184116608	0	3	
730	0.0138118	12	729.655	25	0	25	0	0	0	390	316	20	184070592	184116608	1	3	
655	0.0121543	11	654.684	22	0	26	0	0	0	388	319	20	184021464	184070592	1	1	
577	0.0104969	10	576.717	19	0	27	0	0	0	388	318	23	183986408	184021464	3	1	
96	0.00165741	8	95.9519	3	0	29	0	0	0	390	315	22	183922632	183986408	1	3	
67	0.00110494	6	66.9646	2	0	32	0	0	0	390	316	21	183848216	183922632	1	1	
35	0.00055247	3	34.9807	1	1	35	0	0	0	390	316	22	183794800	183848216	0	1	
193	0.00331482	9	192.904	6	0	29	0	0	0	389	318	20	183919048	183986408	1	3	
164	0.00276235	7	163.917	5	0	30	0	0	0	389	317	21	183893608	183919048	1	1	
134	0.00220988	6	133.931	4	0	31	0	0	0	389	317	23	183873264	183893608	1	1	
103	0.00165741	5	102.947	3	0	32	0	0	0	389	317	22	183849672	183873264	1	1	
71	0.00110494	4	70.9613	2	0	35	0	0	0	389	318	21	183794016	183849672	1	1	
36	0.00055247	1	35.9801	1	1	36	0	0	0	389	318	22	183779384	183794016	0	1	
153	0.00276235	5	152.92	5	0	29	0	0	0	388	319	23	183924200	183986408	1	3	
124	0.00220988	3	123.934	4	0	30	0	0	0	388	319	22	183893720	183924200	1	1	
64	0.00110494	2	63.9646	2	1	32	0	0	0	388	320	22	183848328	183893720	0	1	
51	0.00110494	5	50.9735	2	0	24	0	0	0	391	314	21	184113248	184237176	1	2	
27	0.00055247	3	26.9851	1	1	27	0	0	0	391	314	22	183984984	184113248	0	1	
20	0.00055247	1	19.989	1	1	20	0	0	0	386	322	20	184380224	184492128	0	3	
103	0.00331482	4	102.947	6	0	16	0	0	0	385	323	20	184856728	185057184	2	4	
17	0.00055247	1	16.9906	1	1	17	0	0	0	385	324	20	184702512	184856728	0	2	
54	0.00165741	3	53.9718	3	0	17	0	0	0	385	324	22	184717576	184856728	1	2	
37	0.00110494	2	36.9801	2	0	18	0	0	0	385	325	21	184589272	184717576	1	1	
19	0.00055247	1	18.9895	1	1	19	0	0	0	385	325	22	184482984	184589272	0	1	
52	0.00165741	4	51.9735	3	0	16	0	0	0	384	326	21	184857192	185057184	1	4	
36	0.00110494	3	35.9812	2	0	17	0	0	0	384	326	22	184717816	184857192	1	1	
19	0.00055247	2	18.9895	1	1	19	0	0	0	384	327	22	184483208	184717816	0	1	
17	0.00055247	2	16.9906	1	1	17	0	0	0	383	328	22	184718056	185057184	0	4	
18	0.00055247	4	17.9901	1	1	18	0	0	0	370	344	23	184602976	185255432	0	4	
16	0.00055247	2	15.9912	1	1	16	0	0	0	369	344	24	184884208	185255432	0	4	
14	0.00055247	1	13.9923	1	1	14	0	0	0	381	329	20	185208872	185502208	0	4	
15	0.00055247	2	14.9917	1	1	15	0	0	0	392	312	22	185038488	185502208	0	4	
18	0.00055247	5	17.9901	1	1	18	0	0	0	369	345	23	184603088	185502208	0	4	
841	0.0320433	6	840.583	58	0	13	0	0	0	367	329	21	185456920	185782688	1	4	
594	0.0215463	5	593.698	39	0	14	0	0	0	364	327	21	185222760	185456920	1	1	
384	0.0132593	4	383.801	24	0	15	0	0	0	367	328	21	185028472	185222760	1	1	
219	0.00718211	3	218.885	13	0	16	0	0	0	365	327	21	184857320	185028472	1	1	
139	0.00441976	2	138.925	8	0	17	0	0	0	367	327	21	184708960	184857320	1	1	
54	0.00165741	1	53.9702	3	1	18	0	0	0	366	326	21	184589160	184708960	0	1	
47	0.00165741	5	46.9768	3	0	14	0	0	0	368	345	24	185255560	185782688	1	4	
33	0.00110494	3	32.9823	2	0	16	0	0	0	368	346	23	184877472	185255560	1	1	
17	0.00055247	1	16.9906	1	1	17	0	0	0	368	346	24	184730176	184877472	0	1	
13	0.00055247	1	12.9928	1	1	13	0	0	0	367	345	25	185502320	185782688	0	4	
25	0.00110494	2	24.9867	2	0	12	0	0	0	367	347	23	185762144	186113800	1	2	
13	0.00055247	1	12.9928	1	1	13	0	0	0	367	347	24	185496000	185762144	0	1	
50	0.00276235	1	49.9724	5	1	10	0	0	0	356	322	22	186454440	186979184	0	4	
11	0.00055247	2	10.9939	1	1	11	0	0	0	368	341	26	186124112	186979184	0	4	
11	0.00055247	2	10.9939	1	1	11	0	0	0	367	342	26	186124224	186979184	0	4	
9	0.00055247	1	8.99503	1	1	9	0	0	0	370	339	26	186994376	187553720	0	4	
10	0.00055247	2	9.99448	1	1	10	0	0	0	369	340	26	186522288	187553720	0	4	
9	0.00055247	1	8.99503	1	1	9	0	0	0	366	346	25	186979520	187553720	0	4	
8	0.00055247	1	7.99558	1	1	8	0	0	0	393	310	22	187454168	188227320	0	4	
8	0.00055247	1	7.99558	1	1	8	0	0	0	366	348	23	187489704	188227320	0	4	
9	0.00055247	2	8.99503	1	1	9	0	0	0	366	343	26	186994488	188227320	0	4	
536	0.0386729	3	535.729	70	0	7	0	0	0	377	323	26	188226424	189035744	1	2	
277	0.0182315	2	276.854	33	0	8	0	0	0	378	323	25	187534944	188226424	1	1	
117	0.00718211	1	116.935	13	1	9	0	0	0	377	323	25	186960856	187534944	0	1	
281192	11.5317	105	281123	20873	0	6	0	1	0	378	272	28	189067808	190048424	12	13	
1690	0.0977872	10	1689.32	177	0	7	0	0	0	382	273	27	188253896	189067808	1	12	
1396	0.0745835	9	1395.4	135	0	8	0	0	0	381	273	27	187574584	188253896	1	1	
1140	0.0569044	8	1139.49	103	0	9	0	0	0	383	271	27	187002736	187574584	1	1	
924	0.0436451	7	923.564	79	0	10	0	0	0	378	271	27	186529712	187002736	1	1	
704	0.0314908	6	703.654	57	0	11	0	0	0	381	272	27	186130448	186529712	1	1	
484	0.0204414	5	483.755	37	0	12	0	0	0	382	270	27	185794528	186130448	1	1	
316	0.0127068	4	315.835	23	0	13	0	0	0	381	269	27	185513176	185794528	1	1	
173	0.00662964	3	172.907	12	0	14	0	0	0	380	271	27	185271776	185513176	1	1	
61	0.00220988	2	60.9669	4	0	15	0	0	0	380	270	26	185067960	185271776	1	1	
16	0.00055247	1	15.9912	1	1	16	0	0	0	381	270	26	184893928	185067960	0	1	
203737	7.04399	104	203688	12750	0	7	0	1	0	388	256	27	188241952	189067808	7	12	
234	0.0143642	4	233.885	26	0	8	0	0	0	372	313	22	187454280	188241952	1	7	
146	0.00828705	3	145.925	15	0	9	0	0	0	372	310	21	186882320	187454280	1	1	
83	0.00441976	2	82.9558	8	0	10	0	0	0	372	313	21	186431408	186882320	1	1	
33	0.00165741	1	32.9818	3	1	11	0	0	0	372	312	21	186042552	186431408	0	1	
261	0.0171266	3	260.863	31	0	8	0	0	0	377	311	19	187345584	188241952	1	7	
109	0.00662964	2	108.94	12	0	9	0	0	0	377	310	19	186813464	187345584	1	1	
10	0.00055247	1	9.99448	1	1	10	0	0	0	376	309	19	186377248	186813464	0	1	
189856	5.96502	103	189808	10797	0	8	0	1	0	390	257	27	187566336	188241952	9	7	
65	0.00386729	2	64.9652	7	0	9	0	0	0	405	249	20	186835736	187566336	1	9	
20	0.00110494	1	19.989	2	1	10	0	0	0	405	249	19	186368064	186835736	0	1	
5792	0.245297	16	5789.79	444	0	9	0	0	0	390	255	27	187002176	187566336	4	9	
4937	0.193917	15	4935.06	351	0	10	0	0	0	391	254	27	186529376	187002176	1	4	
4307	0.159111	14	4305.25	288	0	11	0	0	0	392	255	26	186121744	186529376	1	1	
3757	0.131488	13	3755.42	238	0	12	0	0	0	391	254	26	185787504	186121744	1	1	
3253	0.108284	12	3251.59	196	0	13	0	0	0	394	254	26	185506768	185787504	1	1	
2798	0.0889477	11	2796.75	161	0	14	0	0	0	392	253	26	185266560	185506768	1	1	
2434	0.0745835	10	2432.88	135	0	15	0	0	0	394	253	26	185067848	185266560	1	1	
1984	0.0580094	9	1983.07	105	0	16	0	0	0	395	252	26	184893592	185067848	1	1	
1568	0.0436451	8	1567.26	79	0	17	0	0	0	395	251	26	184737152	184893592	1	1	
1296	0.0348056	7	1295.37	63	0	18	0	0	0	393	252	25	184614080	184737152	1	1	
1080	0.028176	6	1079.46	51	0	19	0	0	0	399	250	24	184495536	184614080	1	1	
890	0.0226513	5	889.547	41	0	20	0	0	0	396	248	25	184401688	184495536	1	1	
690	0.0171266	4	689.64	31	0	21	0	0	0	394	252	25	184312064	184401688	1	1	
522	0.0127068	3	521.72	23	0	22	0	0	0	396	252	25	184242896	184312064	1	1	
280	0.00662964	2	279.848	12	0	23	0	0	0	397	250	25	184174480	184242896	1	1	
96	0.00220988	1	95.947	4	1	24	0	0	0	396	251	25	184122648	184174480	0	1	
10	0.00055247	1	9.99448	1	1	10	0	0	0	402	256	23	186471872	187002176	0	4	
66	0.00331482	3	65.9669	6	0	10	0	0	0	400	256	24	186490944	187002176	1	4	
46	0.00220988	2	45.9757	4	0	11	0	0	0	400	257	24	186096608	186490944	1	1	
24	0.00110494	1	23.9867	2	1	12	0	0	0	400	259	24	185769992	186096608	0	1	
41	0.00220988	2	40.9779	4	0	10	0	0	0	397	259	25	186505056	187002176	1	4	
11	0.00055247	1	10.9939	1	1	11	0	0	0	398	258	25	186110440	186505056	0	1	
3345	0.115466	28	3343.96	209	0	9	0	0	0	362	303	16	186722312	187566336	1	9	
3039	0.0966823	27	3038.03	175	0	10	0	0	0	360	304	15	186301624	186722312	1	1	
2869	0.0872903	26	2868.04	158	0	11	0	0	0	363	302	16	185935648	186301624	1	1	
2660	0.0767933	25	2659.08	139	0	12	0	0	0	363	299	16	185632576	185935648	1	1	
2492	0.0690588	24	2491.1	125	0	13	0	0	0	363	301	16	185376992	185632576	1	1	
2245	0.0585618	23	2244.18	106	0	14	0	0	0	363	297	15	185157136	185376992	1	1	
2105	0.0530371	22	2104.2	96	0	15	0	0	0	360	298	14	184959040	185157136	1	1	
1970	0.0480649	21	1969.23	87	0	16	0	0	0	360	301	15	184795912	184959040	1	1	
1842	0.0436451	20	1841.26	79	0	17	0	0	0	366	297	14	184662184	184795912	1	1	
1740	0.0403303	19	1739.27	73	0	18	0	0	0	363	298	15	184544048	184662184	1	1	
1542	0.0342531	18	1541.35	62	0	19	0	0	0	365	297	14	184441096	184544048	1	1	
1390	0.0298334	17	1389.4	54	0	20	0	0	0	360	301	14	184351072	184441096	1	1	
1330	0.028176	16	1329.41	51	0	21	0	0	0	365	301	15	184270984	184351072	1	1	
1183	0.0243087	15	1182.47	44	0	22	0	0	0	362	298	14	184205288	184270984	1	1	
1051	0.0209939	14	1050.52	38	0	23	0	0	0	364	303	14	184144576	184205288	1	1	
890	0.0171266	13	889.589	31	0	24	0	0	0	364	301	15	184093320	184144576	1	1	
794	0.0149167	12	793.627	27	0	25	0	0	0	363	301	15	184046672	184093320	1	1	
644	0.0116019	11	643.698	21	0	26	0	0	0	364	298	14	184002208	184046672	1	1	
592	0.0104969	10	591.717	19	0	27	0	0	0	366	299	14	183966192	184002208	1	1	
538	0.00939199	9	537.737	17	0	28	0	0	0	362	299	14	183936032	183966192	1	1	
510	0.00883952	8	509.744	16	0	29	0	0	0	366	301	14	183907232	183936032	1	1	
423	0.00718211	7	422.785	13	0	30	0	0	0	364	302	14	183880840	183907232	1	1	
363	0.00607717	6	362.812	11	0	31	0	0	0	362	301	14	183858296	183880840	1	1	
239	0.00386729	5	238.876	7	0	32	0	0	0	364	299	14	183838064	183858296	1	1	
207	0.00331482	4	206.891	6	0	33	0	0	0	365	301	14	183819848	183838064	1	1	
174	0.00276235	3	173.906	5	0	34	0	0	0	365	300	14	183800064	183819848	1	1	
106	0.00165741	2	105.942	3	0	35	0	0	0	363	300	14	183785880	183800064	1	1	
36	0.00055247	1	35.9801	1	1	36	0	0	0	364	300	14	183771248	183785880	0	1	
149	0.00828705	3	148.925	15	0	9	0	0	0	355	294	13	186633736	187566336	1	9	
104	0.0055247	2	103.945	10	0	10	0	0	0	355	297	13	186224432	186633736	1	1	
44	0.00220988	1	43.9757	4	1	11	0	0	0	355	296	13	185871520	186224432	0	1	
9	0.00055247	1	8.99503	1	1	9	0	0	0	378	292	15	186684576	187566336	0	9	
4860	0.221541	12	4858.01	401	0	9	0	0	0	380	303	20	186845104	187566336	1	9	
4230	0.182868	11	4228.17	331	0	10	0	0	0	378	303	20	186400352	186845104	1	1	
3680	0.152482	10	3678.32	276	0	11	0	0	0	380	303	19	185995968	186400352	1	1	
2998	0.118229	9	2996.58	214	0	12	0	0	0	382	301	19	185683752	185995968	1	1	
2410	0.0911576	8	2408.81	165	0	13	0	0	0	380	302	19	185421224	185683752	1	1	
1630	0.0580094	7	1629.19	105	0	14	0	0	0	379	302	18	185181456	185421224	3	1	
848	0.0287284	6	847.569	52	0	15	0	0	0	381	302	18	184990784	185181456	1	3	
548	0.017679	5	547.717	32	0	16	0	0	0	381	300	17	184813600	184990784	1	1	
356	0.0110494	4	355.812	20	0	17	0	0	0	383	300	17	184674912	184813600	1	1	
152	0.00441976	3	151.92	8	0	18	0	0	0	383	298	16	184551320	184674912	1	1	
98	0.00276235	2	97.9475	5	0	19	0	0	0	385	296	16	184446024	184551320	1	1	
60	0.00165741	1	59.9669	3	1	20	0	0	0	384	298	16	184356984	184446024	0	1	
291	0.00994446	4	290.851	18	0	15	0	0	0	376	297	15	184970088	185181456	1	3	
186	0.00607717	3	185.903	11	0	16	0	0	0	378	297	16	184804424	184970088	1	1	
122	0.00386729	2	121.934	7	0	17	0	0	0	375	298	16	184668976	184804424	1	1	
54	0.00165741	1	53.9702	3	1	18	0	0	0	376	298	16	184550968	184668976	0	1	
15	0.00055247	1	14.9917	1	1	15	0	0	0	377	295	15	184957472	185181456	0	3	
156761	4.24794	102	156723	7689	0	9	0	1	0	387	274	27	187002960	187566336	5	9	
131642	3.07671	101	131611	5569	0	10	0	1	0	386	258	24	186491056	187002960	4	5	
124940	2.70766	100	124910	4901	0	11	0	1	0	354	259	24	186096496	186491056	3	4	
2197	0.082318	10	2196.01	149	0	12	0	0	0	351	257	24	185769880	186096496	1	3	
1945	0.0707162	9	1944.08	128	0	13	0	0	0	354	254	24	185493392	185769880	1	1	
1542	0.0535896	8	1541.25	97	0	14	0	0	0	353	258	24	185252968	185493392	1	1	
1178	0.0392254	7	1177.41	71	0	15	0	0	0	352	257	24	185056272	185252968	2	1	
735	0.0232037	6	734.629	42	0	16	0	0	0	353	257	24	184881680	185056272	1	2	
495	0.0149167	5	494.746	27	0	17	0	0	0	357	257	23	184723528	184881680	1	1	
359	0.0104969	4	358.811	19	0	18	0	0	0	353	256	23	184601600	184723528	1	1	
197	0.0055247	3	196.895	10	0	19	0	0	0	356	256	22	184488016	184601600	1	1	
121	0.00331482	2	120.934	6	0	20	0	0	0	354	256	23	184394984	184488016	1	1	
21	0.00055247	1	20.9884	1	1	21	0	0	0	355	256	23	184307520	184394984	0	1	
113	0.00386729	2	112.938	7	0	16	0	0	0	359	257	21	184854848	185056272	1	2	
17	0.00055247	1	16.9906	1	1	17	0	0	0	361	257	21	184707376	184854848	0	1	
106541	2.02978	99	106517	3674	0	12	0	1	0	386	258	23	185739976	186096496	3	3	
206	0.00828705	3	205.892	15	0	13	0	0	0	374	264	11	185303232	185739976	1	3	
128	0.00497223	2	127.93	9	0	14	0	0	0	373	267	11	185094016	185303232	1	1	
30	0.00110494	1	29.9834	2	1	15	0	0	0	373	266	11	184917792	185094016	0	1	
101650	1.81044	98	101626	3277	0	13	0	1	0	385	260	22	185452744	185739976	1	3	
98179	1.66293	97	98155.7	3010	0	14	0	1	0	384	255	21	185219800	185452744	1	1	
95071	1.54029	96	95047.9	2788	0	15	0	1	0	376	249	21	185024880	185219800	2	1	
89020	1.34582	95	88998.5	2436	0	16	0	1	0	375	242	21	184854272	185024880	1	2	
86604	1.26239	94	86582.5	2285	0	17	0	1	0	376	245	21	184707040	184854272	1	1	
84122	1.18173	93	84100.7	2139	0	18	0	1	0	375	249	21	184587336	184707040	2	1	
1008	0.028176	4	1007.46	51	0	19	0	0	0	383	255	20	184469632	184587336	1	2	
533	0.0143642	3	532.713	26	0	20	0	0	0	385	253	20	184379216	184469632	2	1	
84	0.00220988	1	83.9536	4	1	21	0	0	0	387	253	19	184288016	184379216	0	2	
169	0.00441976	2	168.907	8	0	21	0	0	0	383	254	20	184294008	184379216	1	2	
22	0.00055247	1	21.9878	1	1	22	0	0	0	383	253	20	184225880	184294008	0	1	
80576	1.07566	92	80555.6	1947	0	19	0	1	0	370	252	21	184475928	184587336	1	2	
78676	1.02041	91	78655.6	1847	0	20	0	1	0	374	246	21	184384960	184475928	1	1	
76836	0.969585	90	76815.6	1755	0	21	0	1	0	374	249	21	184297672	184384960	1	1	
75135	0.924835	89	75114.7	1674	0	22	0	1	0	379	245	20	184229544	184297672	1	1	
73573	0.88561	88	73552.6	1603	0	23	0	1	0	371	251	21	184165384	184229544	1	1	
71641	0.839202	87	71620.9	1519	0	24	0	1	0	373	249	21	184113024	184165384	1	1	
69937	0.799977	86	69917	1448	0	25	0	1	0	371	253	20	184065080	184113024	1	1	
68237	0.762409	85	68217.2	1380	0	26	0	1	0	371	250	21	184021240	184065080	1	1	
66495	0.725393	84	66475.4	1313	0	27	0	1	0	371	249	21	183981264	184021240	1	1	
64983	0.694455	83	64963.6	1257	0	28	0	1	0	366	244	18	183949992	183981264	1	1	
63471	0.664622	82	63451.7	1203	0	29	0	1	0	373	238	18	183918936	183949992	1	1	
62137	0.639208	81	62117.8	1157	0	30	0	1	0	367	250	20	183891592	183918936	1	1	
60847	0.615452	80	60827.9	1114	0	31	0	1	0	367	244	17	183868448	183891592	1	1	
59793	0.596668	79	59773.9	1080	0	32	0	1	0	377	238	14	183846200	183868448	1	1	
58833	0.580094	78	58813.9	1050	0	33	0	1	0	379	246	19	183827648	183846200	1	1	
57645	0.560205	77	57626	1014	0	34	0	1	0	371	252	20	183809136	183827648	1	1	
56149	0.535896	76	56130.2	970	0	35	0	1	0	373	242	20	183791928	183809136	1	1	
54889	0.516007	75	54870.4	934	0	36	0	1	0	380	250	17	183776400	183791928	1	1	
53845	0.499985	74	53826.5	905	0	37	0	1	0	368	250	20	183762288	183776400	1	1	
52661	0.482306	73	52642.7	873	0	38	0	1	0	373	243	20	183748104	183762288	1	1	
51597	0.466837	72	51578.8	845	0	39	0	1	0	383	246	16	183735264	183748104	1	1	
50544	0.451921	71	50525.9	818	0	40	0	1	0	375	248	20	183722760	183735264	1	1	
49064	0.431479	70	49046.3	781	0	41	0	1	0	373	244	20	183711264	183722760	1	1	
48080	0.41822	69	48062.4	757	0	42	0	1	0	375	238	17	183701072	183711264	1	1	
47030	0.404408	68	47012.6	732	0	43	0	1	0	370	244	16	183691032	183701072	1	1	
45525	0.385072	67	45508.1	697	0	44	0	1	0	368	246	19	183678592	183691032	1	1	
44293	0.369602	66	44276.4	669	0	45	0	1	0	368	249	19	183668624	183678592	1	1	
43258	0.356896	65	43241.6	646	0	46	0	1	0	374	248	20	183659144	183668624	1	1	
42476	0.347504	64	42459.7	629	0	47	0	1	0	379	241	14	183650632	183659144	1	1	
41066	0.33093	63	41050.1	599	0	48	0	1	0	368	245	18	183640704	183650632	1	1	
40154	0.320433	62	40138.3	580	0	49	0	1	0	370	249	20	183634656	183640704	1	1	
39027	0.307726	61	39011.6	557	0	50	0	1	0	369	244	17	183627080	183634656	1	1	
38077	0.297229	60	38061.8	538	0	51	0	1	0	377	247	19	183621368	183627080	1	1	
36904	0.284522	59	36889.2	515	0	52	0	1	0	381	245	17	183614912	183621368	1	1	
36072	0.275683	58	36057.4	499	0	53	0	1	0	372	249	20	183607632	183614912	1	1	
34694	0.261318	57	34679.9	473	0	54	0	1	0	381	246	15	142480656	183607632	1	1	
33938	0.253584	56	33924.1	459	0	55	0	1	0	379	246	18	183595912	142480656	1	1	
33333	0.247507	55	33319.1	448	0	56	0	1	0	381	240	15	183590984	183595912	1	1	
32605	0.240324	54	32591.3	435	0	57	0	1	0	369	248	19	183586168	183590984	1	1	
31579	0.23038	53	31565.6	417	0	58	0	1	0	377	240	15	183580720	183586168	1	1	
30825	0.223198	52	30811.8	404	0	59	4	1	4	373	242	19	183576128	183580720	1	1	
